SOURCE_CODE	SOURCE_VOCABULARY_ID	SOURCE_DOMAIN_ID	TARGET_CONCEPT_ID	TARGET_CONCEPT_NAME	TARGET_CONCEPT_CODE	TARGET_CONCEPT_CLASS_ID	TARGET_CONCEPT_VOCAB_ID
271650006	SNOMED	Measurement	4236281	Lying diastolic blood pressure	407557002	Observable Entity	SNOMED
271650006	SNOMED	Measurement	4194580	24 hour diastolic blood pressure	314465004	Observable Entity	SNOMED
271650006	SNOMED	Measurement	4248524	Sitting diastolic blood pressure	407555005	Observable Entity	SNOMED
271650006	SNOMED	Measurement	37160568	Self reported diastolic blood pressure	1162735000	Observable Entity	SNOMED
271650006	SNOMED	Measurement	4154790	Diastolic blood pressure	271650006	Observable Entity	SNOMED
271650006	SNOMED	Measurement	44789316	Ambulatory diastolic blood pressure	198091000000104	Observable Entity	SNOMED
271650006	SNOMED	Measurement	4268883	Standing diastolic blood pressure	400975005	Observable Entity	SNOMED
271650006	SNOMED	Measurement	37399010	Baseline diastolic blood pressure	716632005	Observable Entity	SNOMED
271650006	SNOMED	Measurement	35610320	Diastolic arterial pressure	1091811000000102	Observable Entity	SNOMED
271650006	SNOMED	Measurement	44806886	Diastolic blood pressure centile	814081000000101	Observable Entity	SNOMED
271650006	SNOMED	Measurement	40486938	Diastolic blood pressure on admission	446226005	Observable Entity	SNOMED
271650006	SNOMED	Measurement	45769783	Diastolic blood pressure of neonate at birth	708507001	Observable Entity	SNOMED
